#Time,feature,AirPressure_1m in [mbar],AirPressure_1mQualityFlag in [],NeutronCount_Epithermal_Cum1hr in [-],NeutronCount_Epithermal_Cum1hrQualityFlag in []
2021-06-02T22:01:00.000+02:00,RU_C_004,1014.5,4_2002,797,4_2002
2021-06-02T23:01:00.000+02:00,RU_C_004,1014.7,4_2002,800,4_2002
2021-06-03T00:01:00.000+02:00,RU_C_004,1015.6,4_2002,784,4_2002
2021-06-03T01:01:00.000+02:00,RU_C_004,1016,4_2002,792,4_2002
2021-06-03T03:01:00.000+02:00,RU_C_004,1016.4,4_2002,764,4_2002
2021-06-03T04:01:00.000+02:00,RU_C_004,1016.4,4_2002,770,4_2002
2021-06-03T05:01:00.000+02:00,RU_C_004,1016.3,4_2002,814,4_2002
2021-06-03T06:01:00.000+02:00,RU_C_004,1016.6,4_2002,751,4_2002
2021-06-03T07:01:00.000+02:00,RU_C_004,1017.3,4_2002,753,4_2002
2021-06-03T08:01:00.000+02:00,RU_C_004,1017.6,4_2002,717,4_2002
2021-06-03T09:01:00.000+02:00,RU_C_004,1018.3,4_2002,744,4_2002
2021-06-03T10:01:00.000+02:00,RU_C_004,1018.7,4_2002,740,4_2002
2021-06-03T11:01:00.000+02:00,RU_C_004,1019.3,4_2002,722,4_2002
2021-06-03T13:01:00.000+02:00,RU_C_004,1019.4,4_2002,709,4_2002
2021-06-03T14:01:00.000+02:00,RU_C_004,1019.4,4_2002,748,4_2002
2021-06-03T15:01:00.000+02:00,RU_C_004,1019,4_2002,749,4_2002
2021-06-03T16:01:00.000+02:00,RU_C_004,1019,4_2002,713,4_2002
2021-06-03T17:01:00.000+02:00,RU_C_004,1018.9,4_2002,761,4_2002
2021-06-03T18:01:00.000+02:00,RU_C_004,1018.6,4_2002,734,4_2002
2021-06-03T19:01:00.000+02:00,RU_C_004,1018.6,4_2002,742,4_2002
2021-06-03T20:01:00.000+02:00,RU_C_004,1018.5,4_2002,787,4_2002
2021-06-03T21:01:00.000+02:00,RU_C_004,1018.7,4_2002,755,4_2002
2021-06-03T23:01:00.000+02:00,RU_C_004,1019.7,4_2002,653,4_2002
2021-06-04T00:01:00.000+02:00,RU_C_004,1019.9,4_2002,671,4_2002
2021-06-04T01:01:00.000+02:00,RU_C_004,1020,4_2002,668,4_2002
2021-06-04T02:01:00.000+02:00,RU_C_004,1019.9,4_2002,742,4_2002
2021-06-04T03:01:00.000+02:00,RU_C_004,1019.8,4_2002,684,4_2002
2021-06-04T04:01:00.000+02:00,RU_C_004,1019.8,4_2002,669,4_2002
2021-06-04T05:01:00.000+02:00,RU_C_004,1019.6,4_2002,713,4_2002
2021-06-04T06:01:00.000+02:00,RU_C_004,1019.9,4_2002,701,4_2002
2021-06-04T07:01:00.000+02:00,RU_C_004,1020.2,4_2002,690,4_2002
2021-06-04T09:01:00.000+02:00,RU_C_004,1020.4,4_2002,687,4_2002
2021-06-04T10:01:00.000+02:00,RU_C_004,1020.8,4_2002,680,4_2002
2021-06-04T11:01:00.000+02:00,RU_C_004,1021,4_2002,696,4_2002
2021-06-04T12:01:00.000+02:00,RU_C_004,1020.8,4_2002,737,4_2002
2021-06-04T13:01:00.000+02:00,RU_C_004,1020.7,4_2002,698,4_2002
2021-06-04T14:01:00.000+02:00,RU_C_004,1020.2,4_2002,743,4_2002
2021-06-04T15:01:00.000+02:00,RU_C_004,1019.8,4_2002,735,4_2002
2021-06-04T16:01:00.000+02:00,RU_C_004,1019.2,4_2002,703,4_2002
2021-06-04T17:01:00.000+02:00,RU_C_004,1018.8,4_2002,734,4_2002
2021-06-04T19:01:00.000+02:00,RU_C_004,1018.5,4_2002,729,4_2002
2021-06-04T20:01:00.000+02:00,RU_C_004,1018.3,4_2002,778,4_2002
2021-06-04T21:01:00.000+02:00,RU_C_004,1019,4_2002,713,4_2002
2021-06-04T22:01:00.000+02:00,RU_C_004,1019.5,4_2002,673,4_2002
2021-06-04T23:01:00.000+02:00,RU_C_004,1018.9,4_2002,706,4_2002
